country,year,population,gdp,co2,co2_per_capita,co2_per_gdp,coal_co2,oil_co2,gas_co2,cement_co2
Czechia,2018,10548935.0,332009897984.0,106.336,10.08,0.32,63.573,22.341,16.645,1.868
Czechia,2019,10554871.0,342069379072.0,101.009,9.57,0.295,57.468,22.461,17.361,1.977
Czechia,2020,10550130.0,323245441024.0,91.674,8.689,0.284,49.727,21.079,17.431,1.891
Democratic Republic of Congo,1991,37925828.0,29817690112.0,3.133,0.083,0.105,0.0,3.03,0.0,0.102
Democratic Republic of Congo,1992,39228908.0,27407296512.0,2.808,0.072,0.102,0.0,2.737,0.0,0.071
Democratic Republic of Congo,1993,40656338.0,24338479104.0,2.662,0.065,0.109,0.0,2.601,0.0,0.061
Democratic Republic of Congo,1994,42626874.0,23485765632.0,2.751,0.065,0.117,0.0,1.63,0.0,0.068
Democratic Republic of Congo,1995,44433718.0,24780658688.0,3.096,0.07,0.125,0.0,2.008,0.0,0.096
Democratic Republic of Congo,1996,45296126.0,24914388992.0,3.473,0.077,0.139,0.0,2.213,0.0,0.098
Democratic Republic of Congo,1997,46029908.0,23716345856.0,3.089,0.067,0.13,0.0,1.825,0.0,0.051
Democratic Republic of Congo,1998,47297596.0,23460460544.0,2.733,0.058,0.117,0.0,1.601,0.0,0.054
Democratic Republic of Congo,1999,48912973.0,23134197760.0,2.199,0.045,0.095,0.0,1.253,0.0,0.064
Democratic Republic of Congo,2000,50507444.0,21854113792.0,1.705,0.034,0.078,0.0,0.824,0.0,0.068
Democratic Republic of Congo,2001,52132648.0,21977292800.0,1.647,0.032,0.075,0.0,0.689,0.0,0.081
Democratic Republic of Congo,2002,53750528.0,23244765184.0,1.734,0.032,0.075,0.005,0.744,0.0,0.106
Democratic Republic of Congo,2003,55343873.0,25228484608.0,2.096,0.038,0.083,0.002,0.905,0.0,0.132
Democratic Republic of Congo,2004,56997741.0,27653537792.0,2.028,0.036,0.073,0.006,0.989,0.0,0.16
Democratic Republic of Congo,2005,58775726.0,30164654080.0,2.287,0.039,0.076,0.023,1.238,0.0,0.207
Democratic Republic of Congo,2006,60615907.0,32708306944.0,2.352,0.039,0.072,0.02,1.326,0.022,0.204
Democratic Republic of Congo,2007,62477753.0,35814301696.0,2.623,0.042,0.073,0.03,1.447,0.044,0.205
Democratic Republic of Congo,2008,64390658.0,39245770752.0,2.685,0.042,0.068,0.034,1.608,0.044,0.158
Democratic Republic of Congo,2009,66412040.0,41718890496.0,2.446,0.037,0.059,0.024,1.473,0.044,0.177
Democratic Republic of Congo,2010,68563037.0,46223523840.0,2.735,0.04,0.059,0.037,1.729,0.044,0.189
Democratic Republic of Congo,2011,70849311.0,51169099776.0,3.041,0.043,0.059,0.029,2.22,0.044,0.175
Democratic Republic of Congo,2012,73254623.0,55604953088.0,2.797,0.038,0.05,0.033,2.198,0.0,0.158
Democratic Republic of Congo,2013,75789395.0,60956372992.0,3.921,0.052,0.064,0.013,3.364,0.0,0.174
Democratic Republic of Congo,2014,78403248.0,65407410176.0,5.066,0.065,0.077,0.017,4.499,0.004,0.128
Democratic Republic of Congo,2015,81035535.0,69567324160.0,3.274,0.04,0.047,0.034,2.686,0.004,0.155
Democratic Republic of Congo,2016,83956415.0,69841412096.0,2.659,0.032,0.038,0.039,2.129,0.0,0.098
Democratic Republic of Congo,2017,87083400.0,72396210176.0,2.917,0.033,0.04,0.049,2.169,0.001,0.349
Democratic Republic of Congo,2018,90047647.0,75889336320.0,3.774,0.042,0.05,0.084,2.942,0.001,0.453
Democratic Republic of Congo,2019,92947450.0,79292964864.0,4.121,0.044,0.052,0.044,3.165,0.001,0.536
Democratic Republic of Congo,2020,95989999.0,80617955328.0,4.302,0.045,0.053,0.025,3.342,0.0,0.498
Denmark,1991,5154346.0,154212941824.0,64.093,12.435,0.416,32.57,24.279,4.917,0.993
Denmark,1992,5171371.0,158125309952.0,58.315,11.276,0.369,27.133,23.614,5.167,1.129
Denmark,1993,5188639.0,159069863936.0,60.562,11.672,0.381,28.451,23.991,5.851,1.143
Denmark,1994,5206190.0,168493891584.0,64.661,12.42,0.384,30.578,25.157,6.546,1.168
Denmark,1995,5233363.0,174484963328.0,61.641,11.778,0.353,25.6,26.017,7.574,1.243
Denmark,1996,5263072.0,180654112768.0,74.887,14.229,0.415,35.137,28.356,8.909,1.313
Denmark,1997,5285041.0,187647328256.0,65.425,12.379,0.349,26.15,27.134,9.375,1.312
Denmark,1998,5304264.0,192859242496.0,61.226,11.543,0.317,22.219,26.386,10.186,1.39
Denmark,1999,5321814.0,199699300352.0,58.642,11.019,0.294,18.672,26.252,10.711,1.355
Denmark,2000,5339660.0,208333668352.0,54.296,10.168,0.261,15.657,25.36,10.64,1.385
Denmark,2001,5358825.0,211243384832.0,55.886,10.429,0.265,16.558,25.603,11.105,1.388
Denmark,2002,5375966.0,213517287424.0,55.544,10.332,0.26,16.537,25.315,11.096,1.416
Denmark,2003,5390622.0,215549132800.0,60.638,11.249,0.281,22.573,24.392,11.214,1.33
Denmark,2004,5404594.0,222528946176.0,55.093,10.194,0.248,17.281,24.07,11.154,1.459
Denmark,2005,5419551.0,229074714624.0,51.527,9.508,0.225,14.602,23.883,10.69,1.363
Denmark,2006,5437421.0,239411019776.0,59.492,10.941,0.248,22.006,24.228,10.882,1.395
Denmark,2007,5461604.0,242913738752.0,54.698,10.015,0.225,18.422,24.166,9.738,1.407
Denmark,2008,5493766.0,243090604032.0,51.246,9.328,0.211,16.134,23.314,9.826,1.155
Denmark,2009,5523168.0,232507375616.0,48.84,8.843,0.21,15.784,22.292,9.412,0.764
Denmark,2010,5547866.0,238190231552.0,49.179,8.865,0.206,15.351,21.943,10.555,0.672
Denmark,2011,5570846.0,242757632000.0,44.227,7.939,0.182,12.915,20.912,8.972,0.862
Denmark,2012,5591912.0,243307495424.0,39.853,7.127,0.164,10.078,19.951,8.404,0.871
Denmark,2013,5615334.0,245578366976.0,41.755,7.436,0.17,12.755,19.572,7.929,0.867
Denmark,2014,5643793.0,249555238912.0,37.565,6.656,0.151,10.143,19.082,6.81,0.887
Denmark,2015,5683698.0,255401312256.0,35.102,6.176,0.137,7.242,19.47,6.905,0.932
Denmark,2016,5728198.0,263691534336.0,36.906,6.443,0.14,8.413,19.75,7.009,1.095
Denmark,2017,5765168.0,271132213248.0,34.652,6.011,0.128,6.253,19.916,6.676,1.194
Denmark,2018,5793825.0,276526465024.0,34.602,5.972,0.125,6.362,19.968,6.483,1.16
Denmark,2019,5814619.0,280656347136.0,30.942,5.321,0.11,3.588,19.686,6.023,1.129
Denmark,2020,5831530.0,275058360320.0,28.294,4.852,0.103,3.166,18.582,4.798,1.227
Dominican Republic,2003,8980626.0,63562915840.0,21.345,2.377,0.336,2.803,16.762,0.568,1.212
Dominican Republic,2004,9104889.0,65495457792.0,17.333,1.904,0.265,2.062,13.935,0.238,1.098
Dominican Republic,2005,9225036.0,72784650240.0,17.941,1.945,0.246,1.264,15.063,0.473,1.141
Dominican Republic,2006,9341187.0,81940406272.0,19.112,2.046,0.233,1.868,15.118,0.59,1.535
Dominican Republic,2007,9455662.0,90412081152.0,19.993,2.114,0.221,1.931,15.414,1.004,1.644
Dominican Republic,2008,9573136.0,94906720256.0,20.332,2.124,0.214,2.11,15.623,0.927,1.671
Dominican Republic,2009,9695269.0,97411530752.0,19.781,2.04,0.203,2.062,15.287,0.909,1.523
Dominican Republic,2010,9820181.0,107260796928.0,20.553,2.093,0.192,1.851,15.622,1.466,1.615
Dominican Republic,2011,9945622.0,112433266688.0,21.318,2.143,0.19,2.514,15.564,1.678,1.562
Dominican Republic,2012,10070410.0,115488079872.0,21.255,2.111,0.184,1.986,15.675,1.99,1.605
Dominican Republic,2013,10193837.0,121118130176.0,21.267,2.086,0.176,2.44,15.14,2.037,1.65
Dominican Republic,2014,10315524.0,129656946688.0,21.801,2.113,0.168,3.195,14.656,2.004,1.945
Dominican Republic,2015,10434826.0,138638295040.0,23.495,2.252,0.169,2.89,16.57,2.026,2.009
Dominican Republic,2016,10551430.0,147870203904.0,24.645,2.336,0.167,2.873,17.855,1.913,2.005
Dominican Republic,2017,10666846.0,154771308544.0,24.017,2.252,0.155,3.342,16.447,2.191,2.037
Dominican Republic,2018,10782049.0,165578997760.0,25.756,2.389,0.156,3.287,18.181,2.184,2.105
Dominican Republic,2019,10894043.0,173944045568.0,28.375,2.605,0.163,3.265,20.452,2.47,2.188
Dominican Republic,2020,11008297.0,162254995456.0,27.015,2.454,0.166,7.405,15.154,2.44,2.016
Egypt,1991,60029001.0,241323327488.0,77.296,1.288,0.32,2.697,51.839,14.904,7.855
Egypt,1992,61480663.0,254191042560.0,79.94,1.3,0.314,2.59,53.132,16.118,8.1
Egypt,1993,62915681.0,269984907264.0,92.278,1.467,0.342,3.415,62.757,18.511,7.596
Egypt,1994,64285594.0,286215798784.0,88.373,1.375,0.309,3.693,53.089,20.158,7.615
Egypt,1995,65652622.0,305979228160.0,98.994,1.508,0.324,2.451,58.104,26.011,8.325
Egypt,1996,67028046.0,328668872704.0,97.951,1.461,0.298,3.43,53.652,27.707,8.78
Egypt,1997,68431737.0,354503262208.0,111.705,1.632,0.315,2.851,70.384,25.063,9.215
Egypt,1998,69943298.0,380551430144.0,125.026,1.788,0.329,2.792,82.594,26.293,9.787
Egypt,1999,71520952.0,409935675392.0,128.221,1.793,0.313,2.506,79.54,31.625,10.825
Egypt,2000,73083287.0,444250292224.0,143.836,1.968,0.324,3.144,85.32,40.718,11.168
Egypt,2001,74652034.0,475678998528.0,127.657,1.71,0.268,2.748,66.434,43.361,11.751
Egypt,2002,76239138.0,501912305664.0,129.155,1.694,0.257,2.957,57.133,52.97,12.722
Egypt,2003,77853549.0,528750444544.0,149.919,1.926,0.284,3.063,73.293,58.212,11.895
Egypt,2004,79477439.0,561597906944.0,152.576,1.92,0.272,3.191,75.638,57.625,12.689
Egypt,2005,81101013.0,600297439232.0,168.217,2.074,0.28,3.067,79.21,68.622,14.145
Egypt,2006,82700405.0,650403840000.0,179.194,2.167,0.276,2.928,83.689,73.833,15.569
Egypt,2007,84276227.0,713462317056.0,188.805,2.24,0.265,2.917,84.763,81.128,17.1
Egypt,2008,85864791.0,775303659520.0,197.728,2.303,0.255,2.854,92.404,83.31,16.195
Egypt,2009,87501636.0,831414992896.0,206.478,2.36,0.248,2.689,98.719,81.788,19.973
Egypt,2010,89196070.0,898751397888.0,203.608,2.283,0.227,4.126,94.255,81.948,20.514
Egypt,2011,91093068.0,923052867584.0,216.917,2.381,0.235,1.7,98.549,92.679,20.098
Egypt,2012,93161001.0,950287269888.0,213.734,2.294,0.225,1.803,93.025,92.919,20.971
Egypt,2013,95333551.0,984556568576.0,211.419,2.218,0.215,1.7,94.639,90.4,20.21
Egypt,2014,97528656.0,1035721834496.0,226.899,2.326,0.219,1.495,117.713,81.7,20.76
Egypt,2015,99597333.0,1079611555840.0,224.48,2.254,0.208,1.345,112.023,84.151,21.648
Egypt,2016,101644586.0,1121578516480.0,239.382,2.355,0.213,1.608,114.868,94.823,22.82
Egypt,2017,103696057.0,1158060441600.0,260.675,2.514,0.225,6.507,119.602,108.405,21.77
Egypt,2018,105682093.0,1220661739520.0,249.217,2.358,0.204,13.007,108.248,102.697,21.002
Egypt,2019,107553159.0,1289253421056.0,258.742,2.406,0.201,10.124,104.065,120.52,19.669
Egypt,2020,109315119.0,1307778088960.0,235.358,2.153,0.18,5.401,90.755,116.631,18.135
Estonia,1991,1565380.0,23940081664.0,34.144,21.812,1.426,22.547,8.21,2.754,0.479
Estonia,1992,1540213.0,20201099264.0,24.418,15.854,1.209,17.796,4.634,1.605,0.315
Estonia,1993,1504344.0,18206160896.0,19.435,12.919,1.068,13.589,4.795,0.802,0.228
Estonia,1994,1475716.0,17713297408.0,20.041,13.58,1.131,14.118,4.455,1.118,0.33
Estonia,1995,1452776.0,18632898560.0,18.055,12.428,0.969,12.916,3.488,1.284,0.348
Estonia,1996,1434655.0,19286857728.0,19.034,13.267,0.987,13.451,3.782,1.42,0.361
Estonia,1997,1421494.0,21171918848.0,18.673,13.136,0.882,13.191,3.671,1.391,0.396
Estonia,1998,1411206.0,21698758656.0,16.933,11.999,0.78,11.5,3.64,1.332,0.404
Estonia,1999,1403579.0,21126868992.0,15.929,11.349,0.754,10.921,3.318,1.277,0.361
Estonia,2000,1397001.0,23525730304.0,15.471,11.074,0.658,10.851,2.719,1.482,0.374
Estonia,2001,1388174.0,24618991616.0,15.87,11.432,0.645,10.679,3.169,1.594,0.38
Estonia,2002,1379438.0,25689833472.0,15.358,11.133,0.598,10.382,3.22,1.347,0.356
Estonia,2003,1370849.0,27160244224.0,17.251,12.584,0.635,12.172,3.161,1.528,0.335
Estonia,2004,1362682.0,28392968192.0,17.322,12.712,0.61,12.012,3.169,1.727,0.365
Estonia,2005,1354847.0,30566893568.0,17.09,12.614,0.559,11.745,3.197,1.727,0.373
Estonia,2006,1346884.0,33162229760.0,16.438,12.205,0.496,11.047,3.207,1.717,0.414
Estonia,2007,1340709.0,35115520000.0,19.93,14.866,0.568,14.258,3.311,1.711,0.597
Estonia,2008,1337078.0,32659892224.0,17.815,13.324,0.545,12.322,3.188,1.656,0.603
Estonia,2009,1334528.0,27402481664.0,14.405,10.794,0.526,10.022,2.902,1.199,0.257
Estonia,2010,1331450.0,27586969600.0,18.965,14.244,0.687,14.262,3.053,1.301,0.31
Estonia,2011,1327366.0,29217294336.0,18.948,14.275,0.649,14.182,3.146,1.164,0.416
Estonia,2012,1322616.0,30160490496.0,17.761,13.429,0.589,12.602,3.229,1.254,0.407
Estonia,2013,1317921.0,30600421376.0,19.634,14.898,0.642,14.532,3.207,1.194,0.399
Estonia,2014,1314456.0,31521830912.0,18.784,14.29,0.596,14.072,3.231,1.008,0.422
Estonia,2015,1314581.0,32106016768.0,15.78,12.004,0.491,11.271,3.334,0.903,0.206
Estonia,2016,1315850.0,33119084544.0,17.433,13.248,0.526,12.763,3.427,0.991,0.185
Estonia,2017,1317432.0,35037376512.0,18.616,14.131,0.531,13.877,3.436,0.912,0.307
Estonia,2018,1321971.0,36363239424.0,17.801,13.465,0.49,13.063,3.398,0.958,0.298
Estonia,2019,1326821.0,37723176960.0,12.288,9.261,0.326,7.776,3.256,0.882,0.295
Estonia,2020,1329674.0,37515272192.0,9.198,6.918,0.245,5.277,3.03,0.806,0.02
Finland,1991,5013889.0,126220140544.0,55.195,11.008,0.437,21.392,26.813,5.384,0.569
Finland,1992,5042147.0,122116751360.0,54.272,10.764,0.444,20.681,26.659,5.576,0.473
Finland,1993,5066592.0,121309306880.0,56.32,11.116,0.464,23.405,25.609,5.823,0.361
Finland,1994,5088454.0,126178680832.0,61.74,12.133,0.489,27.598,26.411,6.296,0.364
Finland,1995,5107920.0,131585998848.0,58.122,11.379,0.442,24.661,25.595,6.51,0.378
Finland,1996,5124716.0,136506130432.0,64.04,12.496,0.469,29.761,26.035,6.79,0.381
Finland,1997,5139926.0,145148149760.0,62.703,12.199,0.432,28.501,26.019,6.647,0.45
Finland,1998,5153548.0,153138905088.0,59.358,11.518,0.388,23.721,26.575,7.592,0.448
Finland,1999,5165515.0,160063700992.0,58.874,11.398,0.368,23.039,26.726,7.572,0.479
Finland,2000,5176198.0,169209757696.0,57.017,11.015,0.337,21.989,25.824,7.717,0.505
Finland,2001,5187973.0,173703954432.0,62.521,12.051,0.36,26.129,26.447,8.391,0.504
Finland,2002,5200549.0,176751493120.0,65.049,12.508,0.368,28.309,26.809,8.341,0.485
Finland,2003,5212955.0,180408467456.0,72.658,13.938,0.403,35.018,26.925,9.231,0.467
Finland,2004,5228144.0,187633926144.0,68.946,13.187,0.367,31.642,26.915,8.87,0.529
Finland,2005,5246083.0,192990740480.0,57.064,10.877,0.296,21.041,26.364,8.124,0.542
Finland,2006,5266247.0,200966848512.0,68.373,12.983,0.34,31.585,26.453,8.688,0.574
Finland,2007,5288716.0,211541393408.0,66.764,12.624,0.316,30.349,26.646,8.118,0.605
Finland,2008,5313381.0,213226094592.0,58.625,11.033,0.275,23.676,24.941,8.36,0.62
Finland,2009,5338855.0,195739123712.0,55.92,10.474,0.286,22.9,24.198,7.501,0.385
Finland,2010,5363347.0,201746022400.0,64.092,11.95,0.318,29.146,25.131,8.274,0.526
Finland,2011,5388236.0,207084306432.0,56.647,10.513,0.274,24.084,23.766,7.254,0.558
Finland,2012,5413978.0,204190203904.0,51.155,9.449,0.251,19.596,23.673,6.463,0.497
Finland,2013,5439058.0,202349019136.0,51.719,9.509,0.256,21.36,22.841,6.064,0.482
Finland,2014,5461686.0,201610625024.0,47.622,8.719,0.236,19.327,21.543,5.393,0.469
Finland,2015,5479718.0,202706714624.0,44.192,8.065,0.218,16.843,21.386,4.724,0.462
Finland,2016,5495469.0,208405725184.0,47.251,8.598,0.227,18.66,22.94,4.207,0.553
Finland,2017,5508399.0,215058874368.0,44.657,8.107,0.208,17.089,22.214,3.887,0.604
Finland,2018,5515732.0,217509953536.0,45.734,8.292,0.21,17.924,22.045,4.412,0.602
Finland,2019,5521755.0,220173893632.0,42.442,7.686,0.193,15.252,21.657,4.309,0.583
Finland,2020,5529617.0,214988898304.0,37.7,6.818,0.175,11.863,20.256,4.357,0.57
France,1991,57271563.0,1654070181888.0,417.859,7.296,0.253,85.989,245.485,66.698,10.386
France,1992,57554865.0,1681416912896.0,407.316,7.077,0.242,77.892,243.548,67.708,9.343
France,1993,57801260.0,1671995850752.0,387.699,6.707,0.232,63.036,239.495,67.874,8.592
France,1994,57999868.0,1712086450176.0,380.793,6.565,0.222,61.766,233.579,67.462,8.775
France,1995,58192206.0,1748659601408.0,385.81,6.63,0.221,62.935,236.348,68.639,8.635
France,1996,58380637.0,1773843120128.0,402.156,6.889,0.227,65.29,243.36,75.755,8.436
France,1997,58568662.0,1816394858496.0,394.845,6.742,0.217,61.266,240.95,75.041,8.111
France,1998,58778817.0,1882050265088.0,413.259,7.031,0.22,71.286,247.031,76.827,8.686
France,1999,59084208.0,1949849354240.0,412.021,6.973,0.211,66.37,247.611,80.664,8.386
France,2000,59483716.0,2031676030976.0,406.139,6.828,0.2,65.668,238.715,84.16,8.561
France,2001,59905130.0,2077786767360.0,410.445,6.852,0.198,56.01,248.684,88.274,8.655
France,2002,60327247.0,2107316502528.0,405.947,6.729,0.193,58.579,242.252,87.873,8.643
France,2003,60741121.0,2130940657664.0,411.965,6.782,0.193,59.184,244.12,91.564,8.556
France,2004,61175243.0,2196883505152.0,413.379,6.757,0.188,58.254,244.202,93.194,9.065
France,2005,61625030.0,2238790500352.0,415.795,6.747,0.186,62.071,241.28,94.908,9.108
France,2006,62049831.0,2297018187776.0,406.157,6.546,0.177,59.521,236.189,92.313,9.307
France,2007,62432438.0,2354672041984.0,396.01,6.343,0.168,61.413,226.863,89.18,9.478
France,2008,62780187.0,2362451689472.0,389.094,6.198,0.165,56.225,222.805,91.986,8.88
France,2009,63106461.0,2295353049088.0,370.876,5.877,0.162,45.205,218.919,90.679,7.679
France,2010,63417366.0,2342490472448.0,376.457,5.936,0.161,49.122,215.221,96.099,7.888
France,2011,63733777.0,2393401982976.0,354.375,5.56,0.148,42.131,208.439,87.628,8.065
France,2012,64058465.0,2400896417792.0,356.439,5.564,0.148,46.799,204.283,90.402,7.502
France,2013,64387736.0,2414733688832.0,358.703,5.571,0.149,49.56,203.476,91.016,7.3
France,2014,64692495.0,2437822808064.0,326.842,5.052,0.134,39.554,196.836,76.291,6.975
France,2015,64916336.0,2464953663488.0,331.49,5.106,0.134,38.043,198.718,81.258,6.606
France,2016,65086852.0,2491956330496.0,334.2,5.135,0.134,35.924,196.022,88.941,6.639
France,2017,65284775.0,2549057585152.0,337.101,5.164,0.132,39.939,194.975,89.163,6.483
France,2018,65519539.0,2596599234560.0,321.94,4.914,0.124,35.138,188.516,84.658,6.701
France,2019,65729460.0,2644453883904.0,315.015,4.793,0.119,29.451,186.42,85.921,6.807
France,2020,65905273.0,2438594035712.0,280.49,4.256,0.115,23.937,164.503,80.005,6.197
Georgia,1991,5379509.0,51732418560.0,15.872,2.95,0.307,0.947,6.035,8.52,0.259
Georgia,1992,5294187.0,28371171328.0,15.277,2.886,0.538,0.968,5.047,9.06,0.203
Georgia,1993,5178784.0,19963504640.0,9.916,1.915,0.497,0.638,2.261,6.896,0.122
Georgia,1994,5046269.0,17806249984.0,6.068,1.202,0.341,0.337,1.118,4.573,0.041
Georgia,1995,4925743.0,18187118592.0,2.29,0.465,0.126,0.157,0.406,1.686,0.041
Georgia,1996,4812774.0,19998468096.0,4.054,0.842,0.203,0.161,2.407,1.451,0.034
Georgia,1997,4695360.0,22010933248.0,4.426,0.943,0.201,0.029,2.609,1.751,0.037
Georgia,1998,4576449.0,22536773632.0,4.939,1.079,0.219,0.077,3.036,1.745,0.081
Georgia,1999,4455583.0,23091341312.0,4.311,0.968,0.187,0.062,2.533,1.578,0.138
Georgia,2000,4328363.0,23550476288.0,4.5,1.04,0.191,0.059,2.121,2.18,0.14
Georgia,2001,4209640.0,24543621120.0,3.725,0.885,0.152,0.055,1.676,1.859,0.134
Georgia,2002,4127853.0,25794086912.0,3.348,0.811,0.13,0.055,1.601,1.554,0.139
Georgia,2003,4085489.0,28539725824.0,3.732,0.913,0.131,0.114,1.715,1.766,0.137
Georgia,2004,4056076.0,30055112704.0,4.272,1.053,0.142,0.172,1.55,2.382,0.168
Georgia,2005,4026135.0,32780623872.0,5.014,1.245,0.153,0.18,1.865,2.792,0.177
Georgia,2006,3996585.0,35705815040.0,6.093,1.525,0.171,0.18,2.096,3.642,0.176
Georgia,2007,3967592.0,40006942720.0,6.362,1.603,0.159,0.381,2.521,3.287,0.173
Georgia,2008,3941193.0,40781279232.0,5.309,1.347,0.13,0.454,2.206,2.477,0.172
Georgia,2009,3918936.0,39112876032.0,6.136,1.566,0.157,0.51,2.808,2.486,0.332
Georgia,2010,3895933.0,41359835136.0,6.208,1.593,0.15,0.798,2.761,2.322,0.327
Georgia,2011,3868723.0,44138041344.0,7.805,2.017,0.177,1.077,2.708,3.451,0.568
Georgia,2012,3839208.0,46970388480.0,8.254,2.15,0.176,1.18,2.719,3.77,0.583
Georgia,2013,3809128.0,48668827648.0,8.013,2.104,0.165,1.205,2.656,3.528,0.619
Georgia,2014,3792921.0,50830708736.0,8.939,2.357,0.176,1.172,2.831,4.311,0.621
Georgia,2015,3791571.0,52369350656.0,9.756,2.573,0.186,1.111,3.218,4.75,0.671
Georgia,2016,3792061.0,53891203072.0,10.068,2.655,0.187,1.033,3.877,4.463,0.69
Georgia,2017,3792861.0,56501157888.0,10.173,2.682,0.18,1.158,3.528,4.701,0.785
Georgia,2018,3794881.0,59237502976.0,10.063,2.652,0.17,1.209,3.419,4.679,0.756
Georgia,2019,3796721.0,62188711936.0,10.887,2.867,0.175,0.975,3.587,5.302,1.023
Georgia,2020,3795680.0,57984757760.0,10.575,2.786,0.182,0.857,3.458,5.322,0.933
Germany,1991,80303189.0,2141316317184.0,1016.93,12.664,0.475,504.043,355.311,130.146,13.741
Germany,1992,80934901.0,2204952428544.0,969.464,11.978,0.44,454.311,357.981,129.3,14.444
Germany,1993,81486770.0,2206290935808.0,959.386,11.774,0.435,430.776,364.629,136.252,14.531
Germany,1994,81773612.0,2283952930816.0,943.228,11.535,0.413,418.185,353.812,142.15,15.341
Germany,1995,82019890.0,2347761139712.0,939.934,11.46,0.4,406.046,351.7,152.97,15.562
Germany,1996,82263195.0,2391519789056.0,959.69,11.666,0.401,400.613,361.057,169.956,14.811
Germany,1997,82389631.0,2461046145024.0,931.508,11.306,0.379,386.864,353.069,162.876,15.275
Germany,1998,82011933.0,2535903723520.0,923.499,11.261,0.364,377.48,351.914,165.377,15.545
Germany,1999,81678279.0,2613176696832.0,895.442,10.963,0.343,360.052,340.846,165.627,15.771
Germany,2000,81797255.0,2718560681984.0,898.976,10.99,0.331,373.461,330.774,166.421,15.253
Germany,2001,81933883.0,2793372909568.0,915.255,11.171,0.328,376.52,338.871,173.799,13.504
Germany,2002,82068328.0,2822441533440.0,898.834,10.952,0.318,375.786,324.413,173.61,12.823
Germany,2003,82111619.0,2831676080128.0,894.501,10.894,0.316,378.305,313.847,176.587,13.507
Germany,2004,82092706.0,2894624980992.0,876.57,10.678,0.303,374.908,301.208,174.327,14.068
Germany,2005,82046731.0,2945460994048.0,867.881,10.578,0.295,361.975,305.188,175.904,13.05
Germany,2006,81701971.0,3086359199744.0,886.434,10.85,0.287,367.653,313.191,180.197,13.34
Germany,2007,81298546.0,3220275724288.0,846.116,10.408,0.263,376.715,268.924,173.851,14.449
Germany,2008,81110781.0,3289020366848.0,856.607,10.561,0.26,353.581,296.43,180.995,13.579
Germany,2009,80935275.0,3136502104064.0,789.951,9.76,0.252,316.28,282.438,168.399,12.559
Germany,2010,80830917.0,3301123031040.0,826.68,10.227,0.25,341.311,277.154,184.875,12.431
Germany,2011,80857877.0,3467712921600.0,804.514,9.95,0.232,339.624,270.809,169.399,13.393
Germany,2012,80916393.0,3482225475584.0,814.09,10.061,0.234,350.039,271.945,167.837,13.289
Germany,2013,81041580.0,3497463119872.0,831.743,10.263,0.238,357.254,280.396,170.267,12.503
Germany,2014,81376078.0,3574741336064.0,792.579,9.74,0.222,344.722,271.602,151.986,12.905
Germany,2015,82077546.0,3628073746432.0,800.844,9.757,0.221,341.117,278.861,157.11,12.626
Germany,2016,82760100.0,3708980035584.0,798.014,9.642,0.215,329.436,275.703,169.169,12.663
Germany,2017,83104012.0,3808389496832.0,784.594,9.441,0.206,312.692,275.505,172.045,13.408
Germany,2018,83368506.0,3845758648320.0,760.046,9.117,0.198,296.871,269.351,169.76,13.228
Germany,2019,83559185.0,3886392803328.0,709.827,8.495,0.183,240.114,273.111,172.762,13.287
Germany,2020,83628711.0,3742720851968.0,648.357,7.753,0.173,198.53,255.645,170.963,13.357
Greece,1991,10306643.0,167630716928.0,83.408,8.093,0.498,38.404,37.432,0.833,5.716
Greece,1992,10359894.0,170259939328.0,84.976,8.202,0.499,40.495,37.255,0.413,5.861
Greece,1993,10412749.0,168977989632.0,84.285,8.094,0.499,40.164,37.043,0.318,5.875
Greece,1994,10466265.0,173829062656.0,86.43,8.258,0.497,42.134,37.368,0.2,5.916
Greece,1995,10519233.0,178710446080.0,86.963,8.267,0.487,40.427,39.134,0.194,6.356
Greece,1996,10570081.0,185480691712.0,89.115,8.431,0.48,39.23,42.476,0.208,6.374
Greece,1997,10622327.0,195536961536.0,93.802,8.831,0.48,42.629,43.466,0.428,6.408
Greece,1998,10675412.0,204984696832.0,98.622,9.238,0.481,44.556,45.11,1.645,6.383
Greece,1999,10727952.0,213181333504.0,97.935,9.129,0.459,43.084,44.716,2.848,6.366
Greece,2000,10782638.0,223530909696.0,102.973,9.55,0.461,45.851,45.633,3.982,6.537
Greece,2001,10843165.0,234861772800.0,105.362,9.717,0.449,47.02,46.86,3.923,6.566
Greece,2002,10890288.0,246267117568.0,105.001,9.642,0.426,45.544,47.894,4.24,6.313
Greece,2003,10918466.0,262880264192.0,109.067,9.989,0.415,45.616,51.338,4.757,6.368
Greece,2004,10947370.0,278667919360.0,109.485,10.001,0.393,47.094,49.783,5.245,6.364
Greece,2005,10981340.0,282859765760.0,113.889,10.371,0.403,46.604,53.968,5.385,6.791
Greece,2006,11016108.0,301538672640.0,112.42,10.205,0.373,42.794,55.7,6.284,6.599
Greece,2007,11045737.0,314210123776.0,114.546,10.37,0.365,45.193,54.069,7.808,6.407
Greece,2008,11076873.0,315974320128.0,111.08,10.028,0.352,43.285,52.725,8.109,6.054
Greece,2009,11108069.0,305101340672.0,104.32,9.391,0.342,42.243,50.128,6.623,4.582
Greece,2010,11124665.0,290984361984.0,97.354,8.751,0.335,41.26,44.002,7.166,4.209
